text,label,intent,response,sub_intent
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Where is the top-up verification code located?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I got less cash than what I specified for through the ATM.,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Do I have to go to the bank to change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why do you need verification for my identity?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Where is my money that I transfered?!,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
What's the top-up limit?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
How long does it take to get money from Europe?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I topped up my account but the money isn't there now.,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
why do I have to show my ID,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
is there a limit for top up?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Where do I find PIN for my card?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
"There's a payment with my card that I definitely didn't do myself, never seen that name before.",16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Are there any top-up limits?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
"Card payment was declined, do you know why?",25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
is there a frequent currency discount?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I seem to be unable to make any transactions.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
"I have enough money in my account, so why is my card being declined?",25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
Will I see the transfer in my account within the week?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
HOW LONG TO TAKE THE TIME TO SOLVE,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
There is a duplicate payment on my card. Why?,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
How can I top up my account by bank transfer?,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
"I have obtained the salary in GBP, will it need to be configured?",50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
